course_id,taiwan_user_id,course_grade_ts,course_passing_state_id,course_grade_overall_passed_items,course_grade_overall,course_grade_verified_passed_items,course_grade_verified
"POZJ3uOtEeSoXCIACw4Gzg",0a9d39327da645f6f45d6d9cd858093f838bd74b,2015-09-29 15:07:16.028,0,1,0.0765,1,0.0765
"POZJ3uOtEeSoXCIACw4Gzg",fa2abd46c1ff40d55f979154aa83955b903c4ebf,2015-11-03 17:15:21.205,1,8,0.977929,4,0.64
"POZJ3uOtEeSoXCIACw4Gzg",fb674ca122b0e9735c682df6095bf82d9f9de041,2016-01-06 14:34:21.55,2,8,0.960143,8,0.960143
"POZJ3uOtEeSoXCIACw4Gzg",86ce9191edbed7f93006f20e700abb5344e0e57a,2015-12-07 16:41:33.058,0,7,0.894143,5,0.559857
"POZJ3uOtEeSoXCIACw4Gzg",df77e50a622a7aaf8cc2b70d5a4cec81a2a77ca1,2015-09-23 07:58:07.877,0,1,0.09,0,0
"POZJ3uOtEeSoXCIACw4Gzg",5e48135612fcb7dc1e643227adfcc3db3a35c2b3,2015-10-28 07:04:26.751,0,7,0.9175,0,0
"POZJ3uOtEeSoXCIACw4Gzg",7b551202bd26e40186d43bd33fbe9335bcb50991,2015-10-28 09:39:25.051,1,8,0.973214,0,0
"POZJ3uOtEeSoXCIACw4Gzg",1e8928de9ebce03c8e073b95f53e0e0a336b3901,2015-10-28 03:46:56.544,2,8,1,8,0.995714
"POZJ3uOtEeSoXCIACw4Gzg",b35fb6fab5e528b95049af8a9fa949491b835ba7,2015-11-06 01:15:27.842,0,6,0.801357,0,0
"POZJ3uOtEeSoXCIACw4Gzg",44060c1f174b8e40cd7e54c7207c85d146522940,2016-01-05 02:50:45.306,0,5,0.639071,0,0
"POZJ3uOtEeSoXCIACw4Gzg",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,2015-11-25 04:03:30.238,1,8,0.964643,1,0.0771429
"POZJ3uOtEeSoXCIACw4Gzg",389ef563c67909acdd6190e5fa2613da558453f2,2015-11-03 02:15:21.058,1,8,0.964,0,0
"POZJ3uOtEeSoXCIACw4Gzg",fa575a879fe61bb1a5de499ad1b96eb0d80a335b,2015-10-17 08:18:17.989,2,8,0.986714,8,0.986714
"POZJ3uOtEeSoXCIACw4Gzg",1d50373ed16a49e70da2d2a16a9f6a73016ea800,2015-11-10 07:30:01.777,1,8,0.941714,0,0
"POZJ3uOtEeSoXCIACw4Gzg",cd40b9ca5f5d0cc8bd5c6181dcc26534232de031,2015-11-05 04:15:19.16,2,8,0.969143,8,0.969143
"POZJ3uOtEeSoXCIACw4Gzg",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,2015-11-01 09:23:59.592,2,8,0.946643,8,0.946643
"POZJ3uOtEeSoXCIACw4Gzg",ba6d61eccdb05252c1a01c3390bd9dce189d8b00,2015-11-03 14:22:03.249,2,8,0.946643,8,0.946643
"POZJ3uOtEeSoXCIACw4Gzg",b65548806d4ff91b59d96b8672cef03b51ba7175,2015-11-04 16:15:20.338,0,7,0.765643,0,0
"POZJ3uOtEeSoXCIACw4Gzg",1944385aaaed7497783149b0f027ade317a4bdd6,2015-10-30 17:06:48.878,1,8,0.950714,0,0
"POZJ3uOtEeSoXCIACw4Gzg",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2015-11-01 10:19:56.025,2,8,0.978143,8,0.978143
"POZJ3uOtEeSoXCIACw4Gzg",91dd7407318406e9a71e2b4bac1a67839a9ba942,2015-12-09 13:06:53.236,0,2,0.171,0,0
"POZJ3uOtEeSoXCIACw4Gzg",1fb67d93a75971943c3ac4f97e8d2aab38a6b179,2015-10-21 03:02:30.609,2,8,0.986929,8,0.986929
"POZJ3uOtEeSoXCIACw4Gzg",3147eb062def8be0a40e3934c47e22713126eed3,2015-10-18 15:46:54.581,2,8,0.973429,8,0.973429
"POZJ3uOtEeSoXCIACw4Gzg",b7462916e0d6ec87e63c430c638b47a64b534bb2,2015-10-18 12:16:51.693,1,8,0.959929,0,0
"POZJ3uOtEeSoXCIACw4Gzg",ea7909426d374b1ad881a470b2c319d120a44bdc,2015-10-26 14:17:08.489,1,8,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg",04bdd9ad9db1bd50c6738902f2f36619495b1dc0,2015-10-25 04:35:46.853,1,8,0.9955,0,0
"POZJ3uOtEeSoXCIACw4Gzg",2bdd67351205999e30e3b0cd33cf53a2757f52eb,2015-10-20 11:47:24.186,2,8,0.937857,8,0.937857
"POZJ3uOtEeSoXCIACw4Gzg",60790593444c65dbc94c20c7733c4894a399da4a,2015-10-29 18:24:51.565,1,8,1,5,0.73
"POZJ3uOtEeSoXCIACw4Gzg",986bca2fe7878bb3257d42574003c598a5520d4c,2015-11-03 16:15:22.918,1,8,0.942357,0,0
"POZJ3uOtEeSoXCIACw4Gzg",6479fb5cc65feed041715afe467728b3209a489a,2015-10-18 08:17:54.931,2,8,0.982429,8,0.982429
"POZJ3uOtEeSoXCIACw4Gzg",9e470abba14c8a702f7d54edba390fa8f2cae4d1,2015-11-18 06:59:20.786,2,8,0.921762,8,0.921762
"POZJ3uOtEeSoXCIACw4Gzg",03ce38e9f6066ef04d55f81594fc72bbe5c4b7a3,2015-10-28 03:46:58.173,1,8,0.968929,0,0
"POZJ3uOtEeSoXCIACw4Gzg",ebb3fa2f8445b64dfc50ac7d56d483d7623d679e,2015-11-03 17:15:21.181,1,8,0.942357,0,0
"POZJ3uOtEeSoXCIACw4Gzg",3ad01530a17bdc5eedf51b3fdaa3e136918bcc19,2015-12-09 05:34:34.039,0,7,0.757857,7,0.757857
"POZJ3uOtEeSoXCIACw4Gzg",493f3d455d1e5d05be1fc59f06abe3cb0c279c60,2015-09-20 07:53:09.896,0,0,0.054,0,0
"POZJ3uOtEeSoXCIACw4Gzg",b1281b5b3d3ac98ee7ed6655fb26929b858f1946,2015-10-30 16:57:51.823,2,8,0.978143,8,0.978143
"POZJ3uOtEeSoXCIACw4Gzg",e798b3c0b9519bb08d72c01462c4f9370eb44693,2015-11-10 16:04:40.264,1,8,0.991429,0,0
"POZJ3uOtEeSoXCIACw4Gzg",07b763e3c87a0431ae9526b4a0e209b41ced4525,2015-10-28 01:45:28.594,2,8,0.995714,8,0.995714
"POZJ3uOtEeSoXCIACw4Gzg",b4a7f5d77c38c585a7015c9d9871c37dcca9039a,2015-10-19 14:53:48.123,1,8,0.978143,0,0
"POZJ3uOtEeSoXCIACw4Gzg",7ee82882332f6a283226aa8882587a0264337c4e,2015-12-06 13:06:28.872,2,8,0.959714,8,0.959714
