peer_assignment_id,peer_assignment_review_schema_part_id,peer_assignment_review_schema_part_type,peer_assignment_review_schema_part_order,peer_assignment_review_schema_part_prompt,peer_assignment_review_schema_part_maximum_score
"f3MV8QimEeWTpSIAC4-MSg@3","23","multiLineInput",7,"這份同心圓法畫的橢圓可以畫得更好，如果____________________(自由選填)",
"lPnnmgiwEeWCQyIAC5XEog@7","1","yesNo",0,"是否畫出十字線將圖面分成四大區塊？",1
"Yt0OUgjCEeWk6iIAC3_PpA@7","1","options",0,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"RqtD8gZEEeWUACIAC5cRqg@8","1","yesNo",0,"是否保留作圖過程的輔助輕淡線？",
"s8EwFwYvEeWW0yIAC5cQUQ@3","2","options",1,"本作業是否使用「正方形法」繪製所有圓與弧？",
"zwkOqgjdEeWeSiIACymIuA@4","8","yesNo",4,"EG Cube#3 三視圖使用的視角是否正確？(應為平面視圖)",
"f3MV8QimEeWTpSIAC4-MSg@4","19","options",6,"同心圓法橢圓是否完整繪出？即是否用一樣的方式，將橢圓四個部分的交點都找出並連接成完整的橢圓？",
"mOdhnQjIEeWRIiIAC9lFJw@7","5","options",2,"模型在等角圖中的寬度與深度比例是否正確？(2:1)",2
"lPnnmgiwEeWCQyIAC5XEog@3","3","yesNo",2,"是否有用清晰黑線描繪最終輪廓？",1
"RqtD8gZEEeWUACIAC5cRqg@6","28","multiLineInput",9,"整體來說，我覺得這份圖（自由選填）",
"Yt0OUgjCEeWk6iIAC3_PpA@12","10","options",3,"根據下圖之正確解答，本作業上視圖繪製的形狀、比例與線條使用是否正確？",3
"lPnnmgiwEeWCQyIAC5XEog@5","11","options",5,"本作業上視圖的線條使用是否正確？",2
"mOdhnQjIEeWRIiIAC9lFJw@12","18","options",5,"等角圓相切方框中，是否有畫出兩角到相鄰兩邊的垂線，並以垂點為端點畫弧？",4
"Yt0OUgjCEeWk6iIAC3_PpA@10","28","yesNo",9,"請用AutoCAD測量工具檢查，前視圖與右側視圖的「高度」是否一致？",1
"hnL5aAjbEeWi2iIAC7RHVw@5","2","options",1,"使用AutoCAD測量工具輔助檢查，是否正確畫出此三角斜坡？(包括線條的位置、尺寸長度、角度是否正確)",
"lPnnmgiwEeWCQyIAC5XEog@3","1","yesNo",0,"是否畫出十字線將圖面分成四大區塊？",1
"ZAMmhwiXEeW3OCIAC44JnQ@4","2","yesNo",1,"是否依題目規定使用平行四邊形法繪製兩拋物線？",
"hnL5aAjbEeWi2iIAC7RHVw@4","2","options",1,"使用AutoCAD測量工具輔助檢查，是否正確畫出此三角斜坡？(包括線條的位置、尺寸長度、角度是否正確)",
"RqtD8gZEEeWUACIAC5cRqg@6","22","multiLineInput",6,"這個茶壺可以繪製的更完整，如果（自由選填）",
"lPnnmgiwEeWCQyIAC5XEog@7","7","options",4,"上視圖繪製的形狀與比例是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@9","11","options",5,"本作業上視圖的線條使用是否正確？",2
"zwkOqgjdEeWeSiIACymIuA@7","2","yesNo",1,"是否有放入EG Cube#3 三視圖？",
"ZAMmhwiXEeW3OCIAC44JnQ@8","26","options",9,"八等分拋物線的交點，是否正確？",
"lPnnmgiwEeWCQyIAC5XEog@7","19","options",7,"本作業前視圖繪製的形狀與比例是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@6","23","options",8,"本作業前視圖的線條使用是否正確？",2
"mOdhnQjIEeWRIiIAC9lFJw@10","12","options",4,"是否有以等角圓圓心為中心，繪製與等角圓相切，且長寬為圓的直徑的輔助方框？",3
"mOdhnQjIEeWRIiIAC9lFJw@9","8","options",3,"圓心是否在正確的位置上？",2
"lPnnmgiwEeWCQyIAC5XEog@8","50","multiLineInput",18,"綜合整體表現，我覺這份作業可以繪製的更好，如果_________________(自由填答)",
"lPnnmgiwEeWCQyIAC5XEog@5","30","options",10,"右側視圖繪製的形狀與比例是否正確？",2
"ZAMmhwiXEeW3OCIAC44JnQ@9","31","multiLineInput",10,"拋物線的交點並沒有正確標出，應該要_____________________(自由選填)",
"ZAMmhwiXEeW3OCIAC44JnQ@8","2","yesNo",1,"是否依題目規定使用平行四邊形法繪製兩拋物線？",
"lPnnmgiwEeWCQyIAC5XEog@6","45","yesNo",15,"上視圖繪製的模型寬度，是否與前視圖的寬度一致？",1
"ZAMmhwiXEeW3OCIAC44JnQ@10","26","options",9,"八等分拋物線的交點，是否正確？",
"hnL5aAjbEeWi2iIAC7RHVw@10","1","yesNo",0,"是否利用等角視圖繪製？",1
"s8EwFwYvEeWW0yIAC5cQUQ@1","21","multiLineInput",9,"整體來說，我覺得這份作業（自由選填）",
"mOdhnQjIEeWRIiIAC9lFJw@7","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",1
"lPnnmgiwEeWCQyIAC5XEog@10","3","yesNo",2,"是否有用清晰黑線描繪最終輪廓？",1
"zwkOqgjdEeWeSiIACymIuA@5","1","yesNo",0,"是否有加入圖框檔？",
"Yt0OUgjCEeWk6iIAC3_PpA@9","15","options",4,"根據下圖之正確解答，本作業前視圖繪製的形狀、比例與線條使用是否正確？",3
"Yt0OUgjCEeWk6iIAC3_PpA@6","10","options",3,"根據下圖之正確解答，本作業上視圖繪製的形狀、比例與線條使用是否正確？",3
"ZAMmhwiXEeW3OCIAC44JnQ@7","12","options",5,"是否繪製出拋物線頂點與左右兩側等分點的連線？",
"Yt0OUgjCEeWk6iIAC3_PpA@8","29","multiLineInput",10,"綜合整體表現，我覺這份作業可以繪製的更好，如果_________________(自由填答)",
"ZAMmhwiXEeW3OCIAC44JnQ@4","3","yesNo",2,"是否繪製出最外圍的矩形框？",
"RqtD8gZEEeWUACIAC5cRqg@6","18","options",5,"是否完整繪製茶壺壺蓋上「壺鈕」的部分？",
"zwkOqgjdEeWeSiIACymIuA@3","1","yesNo",0,"是否有加入圖框檔？",
"-biz_QZbEeW7kSIACySI9A@2","","multiLineInput",0,"",
"Yt0OUgjCEeWk6iIAC3_PpA@7","28","yesNo",9,"請用AutoCAD測量工具檢查，前視圖與右側視圖的「高度」是否一致？",1
"Yt0OUgjCEeWk6iIAC3_PpA@9","20","options",5,"根據下圖之正確解答，本作業右側視圖繪製的形狀、比例與線條使用是否正確？",3
"lPnnmgiwEeWCQyIAC5XEog@10","11","options",5,"本作業上視圖的線條使用是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@8","19","options",7,"本作業前視圖繪製的形狀與比例是否正確？",2
"f3MV8QimEeWTpSIAC4-MSg@5","7","options",3,"每1/4個橢圓是否皆由3個以上的交點所連結？(不含橢圓頂點)",
"s8EwFwYvEeWW0yIAC5cQUQ@2","12","options",5,"本作業有無完整繪製出題目太極之特徵：兩弧內的兩個小圓？",
"ZAMmhwiXEeW3OCIAC44JnQ@9","4","options",3,"是否在矩形框上以四等分與八等分正確的分段？(四等分為四段三個等分點，八等分為八段七個等分點，有清楚標示出等分即可，不一定需使用x符號)",
"ZAMmhwiXEeW3OCIAC44JnQ@9","16","multiLineInput",6,"在平行四邊形法的使用上，包括從矩形的繪製，等分，垂直輔助線，到頂點的連線，有些不足或錯誤的地方可以更好，如果____________________（自由選填）",
"lPnnmgiwEeWCQyIAC5XEog@5","2","yesNo",1,"右上角區塊中，是否從中心向右上角繪製一條45度的直線？",1
"lPnnmgiwEeWCQyIAC5XEog@6","49","yesNo",17,"前視圖繪製的模型高度，是否與右側視圖的高度一致？",1
"Yt0OUgjCEeWk6iIAC3_PpA@8","28","yesNo",9,"請用AutoCAD測量工具檢查，前視圖與右側視圖的「高度」是否一致？",1
"lPnnmgiwEeWCQyIAC5XEog@9","34","options",11,"右側視圖的線條使用是否正確？",2
"ZAMmhwiXEeW3OCIAC44JnQ@2","","multiLineInput",2,"",
"hnL5aAjbEeWi2iIAC7RHVw@3","7","options",2,"使用AutoCAD測量工具輔助檢查，是否正確畫出此半圓柱，尤其等角橢圓的連接？(包括線條的位置、尺寸長度、角度是否正確)",
"mOdhnQjIEeWRIiIAC9lFJw@12","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",1
"Yt0OUgjCEeWk6iIAC3_PpA@10","27","yesNo",8,"請用AutoCAD測量工具檢查，上視圖與前視圖的「寬度」是否一致？",1
"s8EwFwYvEeWW0yIAC5cQUQ@3","5","multiLineInput",2,"若未正確以「正方形法」繪製所需的圓形，其錯誤或不足之處在（自由選填）",
"hnL5aAjbEeWi2iIAC7RHVw@4","7","options",2,"使用AutoCAD測量工具輔助檢查，是否正確畫出此半圓柱，尤其等角橢圓的連接？(包括線條的位置、尺寸長度、角度是否正確)",
"Yt0OUgjCEeWk6iIAC3_PpA@7","4","options",1,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"Yt0OUgjCEeWk6iIAC3_PpA@12","20","options",5,"根據下圖之正確解答，本作業右側視圖繪製的形狀、比例與線條使用是否正確？",3
"Yt0OUgjCEeWk6iIAC3_PpA@10","20","options",5,"根據下圖之正確解答，本作業右側視圖繪製的形狀、比例與線條使用是否正確？",3
"ZAMmhwiXEeW3OCIAC44JnQ@10","8","options",4,"是否繪製出矩形等分點的垂直延伸線？",
"Yt0OUgjCEeWk6iIAC3_PpA@7","29","multiLineInput",10,"綜合整體表現，我覺這份作業可以繪製的更好，如果_________________(自由填答)",
"lPnnmgiwEeWCQyIAC5XEog@7","50","multiLineInput",18,"綜合整體表現，我覺這份作業可以繪製的更好，如果_________________(自由填答)",
"lPnnmgiwEeWCQyIAC5XEog@5","42","options",14,"上視圖是否有向下延伸到前視圖的垂直線，以得到前視圖的「寬度」？",2
"RqtD8gZEEeWUACIAC5cRqg@10","10","options",3,"是否完整繪製茶壺「把手」的部分？",
"lPnnmgiwEeWCQyIAC5XEog@10","27","options",9,"本作業「右側視圖」繪製的模型面向是否正確？(右下區塊)",1
"lPnnmgiwEeWCQyIAC5XEog@6","42","options",14,"上視圖是否有向下延伸到前視圖的垂直線，以得到前視圖的「寬度」？",2
"RqtD8gZEEeWUACIAC5cRqg@11","6","options",2,"<co-content><text>是否完整繪製茶壺「壺嘴」的部分？</text></co-content>",
"hnL5aAjbEeWi2iIAC7RHVw@7","2","options",1,"使用AutoCAD測量工具輔助檢查，是否正確畫出此三角斜坡？(包括線條的位置、尺寸長度、角度是否正確)",
"-biz_QZbEeW7kSIACySI9A@5","11","yesNo",4,"這個太極內部的兩小圓之圓心與兩弧之弧心，是否位在同ㄧ直線上？",
"hnL5aAjbEeWi2iIAC7RHVw@5","17","multiLineInput",4,"某部分模型特徵沒有正確繪製的地方在_____________(自由選填)",
"mOdhnQjIEeWRIiIAC9lFJw@11","5","options",2,"模型在等角圖中的寬度與深度比例是否正確？(2:1)",2
"-biz_QZbEeW7kSIACySI9A@5","15","multiLineInput",8,"整體來說，我覺得這份太極圖 (自由選填)",
"f3MV8QimEeWTpSIAC4-MSg@3","7","options",3,"每1/4個橢圓是否皆由3個以上的交點所連結？(不含橢圓頂點)",
"mOdhnQjIEeWRIiIAC9lFJw@8","22","multiLineInput",6,"我認為這份作業繪製等角圓的方式，有些錯誤在_____________(自由選填)",
"-biz_QZbEeW7kSIACySI9A@6","15","multiLineInput",8,"整體來說，我覺得這份太極圖 (自由選填)",
"-biz_QZbEeW7kSIACySI9A@4","15","multiLineInput",8,"整體來說，我覺得這份太極圖 (自由選填)",
"lPnnmgiwEeWCQyIAC5XEog@5","49","yesNo",17,"前視圖繪製的模型高度，是否與右側視圖的高度一致？",1
"lPnnmgiwEeWCQyIAC5XEog@7","42","options",14,"上視圖是否有向下延伸到前視圖的垂直線，以得到前視圖的「寬度」？",2
"lPnnmgiwEeWCQyIAC5XEog@9","38","options",12,"上視圖是否有向右延伸的水平線，觸及45度斜線，從該交點作向下延伸的垂直線，以得到右側視圖的「深度」？",2
"hnL5aAjbEeWi2iIAC7RHVw@2","1","yesNo",0,"是否利用等角視圖繪製？",1
"Yt0OUgjCEeWk6iIAC3_PpA@12","26","yesNo",7,"請用AutoCAD測量工具檢查，上視圖與右側視圖的「深度」是否一致？",1
"hnL5aAjbEeWi2iIAC7RHVw@7","18","multiLineInput",5,"總體來說，我覺得這份圖可以繪製的更好，如果_____________(自由選填)",
"s8EwFwYvEeWW0yIAC5cQUQ@3","9","options",4,"本作業有無完整繪製出題目太極之特徵：大小相等、方向相反的兩個弧？",
"-biz_QZbEeW7kSIACySI9A@4","14","multiLineInput",7,"若沒有符合題目規定的尺寸比例，其錯誤或不足的地方在 (自由選填)",
"ZAMmhwiXEeW3OCIAC44JnQ@7","21","options",8,"四等分拋物線的交點，是否正確？",
"mOdhnQjIEeWRIiIAC9lFJw@7","12","options",4,"是否有以等角圓圓心為中心，繪製與等角圓相切，且長寬為圓的直徑的輔助方框？",3
"Yt0OUgjCEeWk6iIAC3_PpA@9","29","multiLineInput",10,"綜合整體表現，我覺這份作業可以繪製的更好，如果_________________(自由填答)",
"ZAMmhwiXEeW3OCIAC44JnQ@6","37","multiLineInput",12,"對於兩拋物線的比較敘述，我有不同意見，像是_____________________(自由選填)",
"mOdhnQjIEeWRIiIAC9lFJw@9","23","options",7,"模型前後兩面之等角圓，是否皆用同樣方式繪製？(繪出方框、垂線並連接弧線)",2
"Yt0OUgjCEeWk6iIAC3_PpA@11","25","multiLineInput",6,"以上三個視圖不完全正確，有些缺失在於______________(自由填答)",
"Yt0OUgjCEeWk6iIAC3_PpA@8","4","options",1,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"mOdhnQjIEeWRIiIAC9lFJw@7","8","options",3,"圓心是否在正確的位置上？",2
"lPnnmgiwEeWCQyIAC5XEog@8","27","options",9,"本作業「右側視圖」繪製的模型面向是否正確？(右下區塊)",1
"-biz_QZbEeW7kSIACySI9A@4","4","options",1,"有無完整繪製出題目太極之特徵：大小相等、方向相反的兩個弧？",
"ZAMmhwiXEeW3OCIAC44JnQ@9","2","yesNo",1,"是否依題目規定使用平行四邊形法繪製兩拋物線？",
"Yt0OUgjCEeWk6iIAC3_PpA@5","26","yesNo",7,"請用AutoCAD測量工具檢查，上視圖與右側視圖的「深度」是否一致？",1
"Yt0OUgjCEeWk6iIAC3_PpA@4","25","multiLineInput",6,"以上三個視圖不完全正確，有些缺失在於______________(自由填答)",
"mOdhnQjIEeWRIiIAC9lFJw@6","23","options",7,"模型前後兩面之等角圓，是否皆用同樣方式繪製？(繪出方框、垂線並連接弧線)",2
"ZAMmhwiXEeW3OCIAC44JnQ@7","3","yesNo",2,"是否繪製出最外圍的矩形框？",
"Yt0OUgjCEeWk6iIAC3_PpA@10","25","multiLineInput",6,"以上三個視圖不完全正確，有些缺失在於______________(自由填答)",
"hnL5aAjbEeWi2iIAC7RHVw@6","2","options",1,"使用AutoCAD測量工具輔助檢查，是否正確畫出此三角斜坡？(包括線條的位置、尺寸長度、角度是否正確)",
"lPnnmgiwEeWCQyIAC5XEog@5","45","yesNo",15,"上視圖繪製的模型寬度，是否與前視圖的寬度一致？",1
"lPnnmgiwEeWCQyIAC5XEog@6","41","yesNo",13,"上視圖繪製的模型深度，是否與右側視圖的深度一致？",1
"mOdhnQjIEeWRIiIAC9lFJw@9","36","multiLineInput",10,"我覺得這份作業可以繪製的更好，如果________________(自由選填)",
"mOdhnQjIEeWRIiIAC9lFJw@11","23","options",7,"模型前後兩面之等角圓，是否皆用同樣方式繪製？(繪出方框、垂線並連接弧線)",2
"RqtD8gZEEeWUACIAC5cRqg@9","18","options",5,"是否完整繪製茶壺壺蓋上「壺鈕」的部分？",
"lPnnmgiwEeWCQyIAC5XEog@9","23","options",8,"本作業前視圖的線條使用是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@10","34","options",11,"右側視圖的線條使用是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@2","3","yesNo",2,"是否有用清晰黑線描繪最終輪廓？",1
"lPnnmgiwEeWCQyIAC5XEog@7","38","options",12,"上視圖是否有向右延伸的水平線，觸及45度斜線，從該交點作向下延伸的垂直線，以得到右側視圖的「深度」？",2
"s8EwFwYvEeWW0yIAC5cQUQ@3","6","options",3,"本作業有無完整繪製出題目太極之特徵：最外圍的大圓？",
"lPnnmgiwEeWCQyIAC5XEog@1","1","yesNo",0,"是否畫出十字線將圖面分成四大區塊？",1
"lPnnmgiwEeWCQyIAC5XEog@4","","multiLineInput",7,"",
"RqtD8gZEEeWUACIAC5cRqg@11","2","options",1,"<co-content><text>是否有完整繪製茶壺「壺身」的部分？</text></co-content>",
"ZAMmhwiXEeW3OCIAC44JnQ@5","1","yesNo",0,"是否保留手繪過程的輕淡線？",
"Yt0OUgjCEeWk6iIAC3_PpA@3","15","options",4,"根據下圖之正確解答，本作業前視圖繪製的形狀、比例與線條使用是否正確？",3
"lPnnmgiwEeWCQyIAC5XEog@6","15","options",6,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"-biz_QZbEeW7kSIACySI9A@4","13","yesNo",6,"這個太極的尺寸比例是否符合題目規定？",
"f3MV8QimEeWTpSIAC4-MSg@4","3","options",2,"是否有以短軸與長軸為直徑，分別畫出兩個同心圓？",
"ZAMmhwiXEeW3OCIAC44JnQ@10","17","options",7,"是否有標註出拋物線上的點？即由頂點發散的延伸線與平行線的相交，而連結成最終拋物線的數個點。",
"lPnnmgiwEeWCQyIAC5XEog@10","1","yesNo",0,"是否畫出十字線將圖面分成四大區塊？",1
"RqtD8gZEEeWUACIAC5cRqg@7","1","yesNo",0,"是否保留作圖過程的輔助輕淡線？",
"mOdhnQjIEeWRIiIAC9lFJw@10","23","options",7,"模型前後兩面之等角圓，是否皆用同樣方式繪製？(繪出方框、垂線並連接弧線)",2
"-biz_QZbEeW7kSIACySI9A@5","12","multiLineInput",5,"若兩小圓之圓心與兩弧之弧心「沒有」位在同一直線上，其錯誤或不足的地方在 (自由選填)",
"f3MV8QimEeWTpSIAC4-MSg@4","2","yesNo",1,"是否有畫出互相垂直的十字軸？",
"-biz_QZbEeW7kSIACySI9A@6","11","yesNo",4,"這個太極內部的兩小圓之圓心與兩弧之弧心，是否位在同ㄧ直線上？",
"mOdhnQjIEeWRIiIAC9lFJw@11","32","options",9,"立體模型中平行的線，此等角圖中呈現是否仍保持平行？",2
"f3MV8QimEeWTpSIAC4-MSg@2","3","options",2,"是否有以短軸與長軸為直徑，分別畫出兩個同心圓？",
"ZAMmhwiXEeW3OCIAC44JnQ@6","17","options",7,"是否有標註出拋物線上的點？即由頂點發散的延伸線與平行線的相交，而連結成最終拋物線的數個點。",
"mOdhnQjIEeWRIiIAC9lFJw@10","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",1
"zwkOqgjdEeWeSiIACymIuA@4","9","yesNo",5,"EG Cube#3 等角圖使用的視角是否正確？(應為立體等角視圖)",
"lPnnmgiwEeWCQyIAC5XEog@9","4","options",3,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"mOdhnQjIEeWRIiIAC9lFJw@5","5","options",2,"模型在等角圖中的寬度與深度比例是否正確？(2:1)",2
"lPnnmgiwEeWCQyIAC5XEog@7","4","options",3,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"lPnnmgiwEeWCQyIAC5XEog@5","1","yesNo",0,"是否畫出十字線將圖面分成四大區塊？",1
"mOdhnQjIEeWRIiIAC9lFJw@4","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",1
"hnL5aAjbEeWi2iIAC7RHVw@7","12","options",3,"使用AutoCAD測量工具輔助檢查，是否正確畫出此部分？(包括線條的位置、尺寸長度、角度是否正確)",
"hnL5aAjbEeWi2iIAC7RHVw@9","17","multiLineInput",4,"某部分模型特徵沒有正確繪製的地方在_____________(自由選填)",
"mOdhnQjIEeWRIiIAC9lFJw@12","22","multiLineInput",6,"我認為這份作業繪製等角圓的方式，有些錯誤在_____________(自由選填)",
"lPnnmgiwEeWCQyIAC5XEog@6","46","options",16,"前視圖是否有向右延伸到右側視圖的水平線，以得到右側視圖的「高度」？",2
"ZAMmhwiXEeW3OCIAC44JnQ@6","12","options",5,"是否繪製出拋物線頂點與左右兩側等分點的連線？",
"lPnnmgiwEeWCQyIAC5XEog@9","3","yesNo",2,"是否有用清晰黑線描繪最終輪廓？",1
"zwkOqgjdEeWeSiIACymIuA@6","10","multiLineInput",6,"我覺得這份圖可以製作得更好，如果_______________(自由選填)",
"zwkOqgjdEeWeSiIACymIuA@5","2","yesNo",1,"是否有放入EG Cube#3 三視圖？",
"RqtD8gZEEeWUACIAC5cRqg@10","27","multiLineInput",8,"這個茶壺繪製的比例不佳，其不足之處在（自由選填）",
"lPnnmgiwEeWCQyIAC5XEog@5","46","options",16,"前視圖是否有向右延伸到右側視圖的水平線，以得到右側視圖的「高度」？",2
"mOdhnQjIEeWRIiIAC9lFJw@6","8","options",3,"圓心是否在正確的位置上？",2
"hnL5aAjbEeWi2iIAC7RHVw@7","1","yesNo",0,"是否利用等角視圖繪製？",1
"RqtD8gZEEeWUACIAC5cRqg@9","6","options",2,"是否完整繪製茶壺「壺嘴」的部分？",
"RqtD8gZEEeWUACIAC5cRqg@5","28","multiLineInput",9,"整體來說，我覺得這份圖（自由選填）",
"-biz_QZbEeW7kSIACySI9A@5","4","options",1,"有無完整繪製出題目太極之特徵：大小相等、方向相反的兩個弧？",
"lPnnmgiwEeWCQyIAC5XEog@4","15","options",6,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"mOdhnQjIEeWRIiIAC9lFJw@8","32","options",9,"立體模型中平行的線，此等角圖中呈現是否仍保持平行？",2
"mOdhnQjIEeWRIiIAC9lFJw@10","36","multiLineInput",10,"我覺得這份作業可以繪製的更好，如果________________(自由選填)",
"RqtD8gZEEeWUACIAC5cRqg@8","23","options",7,"繪製的茶壺外觀比例是否精準？",
"f3MV8QimEeWTpSIAC4-MSg@5","1","yesNo",0,"是否保留手繪過程的輕淡線？",
"lPnnmgiwEeWCQyIAC5XEog@10","4","options",3,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"ZAMmhwiXEeW3OCIAC44JnQ@10","21","options",8,"四等分拋物線的交點，是否正確？",
"-biz_QZbEeW7kSIACySI9A@3","7","options",2,"有無完整繪製出題目太極之特徵：兩弧內的兩個小圓？",
"Yt0OUgjCEeWk6iIAC3_PpA@3","20","options",5,"根據下圖之正確解答，本作業右側視圖繪製的形狀、比例與線條使用是否正確？",3
"-biz_QZbEeW7kSIACySI9A@6","12","multiLineInput",5,"若兩小圓之圓心與兩弧之弧心「沒有」位在同一直線上，其錯誤或不足的地方在 (自由選填)",
"lPnnmgiwEeWCQyIAC5XEog@4","7","options",4,"上視圖繪製的形狀與比例是否正確？",2
"zwkOqgjdEeWeSiIACymIuA@4","3","yesNo",2,"是否有放入EG Cube#3 等角圖？",
"lPnnmgiwEeWCQyIAC5XEog@9","1","yesNo",0,"是否畫出十字線將圖面分成四大區塊？",1
"-biz_QZbEeW7kSIACySI9A@7","10","multiLineInput",3,"若「沒有」畫出符合題目太極的全部特徵，其缺少的部分在 (自由選填)",
"lPnnmgiwEeWCQyIAC5XEog@7","11","options",5,"本作業上視圖的線條使用是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@9","42","options",14,"上視圖是否有向下延伸到前視圖的垂直線，以得到前視圖的「寬度」？",2
