taiwan_discussions_user_id,course_id,discussion_answer_id,discussion_answer_vote_value,discussion_answer_vote_ts
4cbe59d0a3abee602f70c93a76e971c8c7ec5a21,"POZJ3uOtEeSoXCIACw4Gzg","cbLOaRf4EeWmISIAC9QOog",1,2015-06-21 09:35:33.417
f930c60eeda32fd9768f92f4b9fde03393b6700c,"POZJ3uOtEeSoXCIACw4Gzg","Rq-P5VntEeWKaRJGciUWiw",1,2015-09-23 05:46:33.966
191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","gNwbaxdxEeWmISIAC9QOog",1,2015-06-24 05:12:36.332
d3560062c8caf9e361c94cec70ad6f9fff76fff7,"POZJ3uOtEeSoXCIACw4Gzg","gNwbaxdxEeWmISIAC9QOog",1,2015-07-07 09:27:12.923
c4f78f0ea44d65b4b00eb1a789b78278d0b96724,"POZJ3uOtEeSoXCIACw4Gzg","gNwbaxdxEeWmISIAC9QOog",1,2015-07-02 10:19:49.356
46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","gNwbaxdxEeWmISIAC9QOog",1,2015-07-09 01:01:42.661
f00c5603415f12482f1f34cbe95b5e29206e9b9e,"POZJ3uOtEeSoXCIACw4Gzg","gNwbaxdxEeWmISIAC9QOog",1,2015-07-01 08:25:20.983
e8bcae67a3879a1f6936587ce73b2bd6f00f0d85,"POZJ3uOtEeSoXCIACw4Gzg","gNwbaxdxEeWmISIAC9QOog",0,2016-02-05 11:34:58.703
e8bcae67a3879a1f6936587ce73b2bd6f00f0d85,"POZJ3uOtEeSoXCIACw4Gzg","gNwbaxdxEeWmISIAC9QOog",1,2016-02-05 11:34:55.625
e8bcae67a3879a1f6936587ce73b2bd6f00f0d85,"POZJ3uOtEeSoXCIACw4Gzg","gNwbaxdxEeWmISIAC9QOog",0,2016-02-05 11:34:58.581
c9047b81ae318ae1d8793877d20a2021c65fae7e,"POZJ3uOtEeSoXCIACw4Gzg","gNwbaxdxEeWmISIAC9QOog",1,2015-06-21 12:05:19.659
1283f0eb5502a82c44cf367f45063b58165dbc7a,"POZJ3uOtEeSoXCIACw4Gzg","4LLwNxTZEeWYoCIAC5MBcw",1,2015-06-17 11:07:03.60
36acc124e8830f93f3870a018013ae2645e3703a,"POZJ3uOtEeSoXCIACw4Gzg","4LLwNxTZEeWYoCIAC5MBcw",1,2015-06-17 17:31:38.921
46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","XwZgFCV2EeWeUyIAC44Ejw",1,2015-07-09 01:02:00.995
d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","tj2L_hgTEeWM2iIAC0KUpw",1,2015-06-21 13:04:35.752
7aa45f2b961e67822d491f69896d9e8b8234df3c,"POZJ3uOtEeSoXCIACw4Gzg","ClFu24WyEeWL6AoNmIctaQ",1,2015-11-08 01:12:43.915
2b62b0a07d54651220224022b4e3ab92f13e63b6,"POZJ3uOtEeSoXCIACw4Gzg","h1TBI5tsEeWRPwoRH5i2BQ",1,2015-12-05 16:26:50.562
71cad659ad6a0f27c7aa2f7d14be2247313797ea,"POZJ3uOtEeSoXCIACw4Gzg","ok2Wwx8bEeWHGCIACznL2w",0,2015-07-29 16:11:55.68
71cad659ad6a0f27c7aa2f7d14be2247313797ea,"POZJ3uOtEeSoXCIACw4Gzg","ok2Wwx8bEeWHGCIACznL2w",1,2015-06-30 11:44:26.593
71cad659ad6a0f27c7aa2f7d14be2247313797ea,"POZJ3uOtEeSoXCIACw4Gzg","ok2Wwx8bEeWHGCIACznL2w",1,2015-07-29 16:11:57.172
5a51df8ed2cd7caf59fa0fcd72cd1e213c044167,"POZJ3uOtEeSoXCIACw4Gzg","ok2Wwx8bEeWHGCIACznL2w",1,2015-07-08 15:26:59.731
6984ab2209f80a79ab89678418d2bb1928178616,"POZJ3uOtEeSoXCIACw4Gzg","6P6dixx1EeWd3iIAC7VAtA",1,2015-08-01 09:46:05.426
5b1dffbd4b4321a8ed6b49de48d91e1064c48c31,"POZJ3uOtEeSoXCIACw4Gzg","6P6dixx1EeWd3iIAC7VAtA",0,2015-10-23 13:24:56.899
5b1dffbd4b4321a8ed6b49de48d91e1064c48c31,"POZJ3uOtEeSoXCIACw4Gzg","6P6dixx1EeWd3iIAC7VAtA",1,2015-10-23 13:24:54.02
fe46a6917118fdb2e87021966e7db9918ee3cb26,"POZJ3uOtEeSoXCIACw4Gzg","6P6dixx1EeWd3iIAC7VAtA",1,2015-06-29 03:12:56.535
c8dc5dea924e604873948e991855275872f9eafc,"POZJ3uOtEeSoXCIACw4Gzg","6P6dixx1EeWd3iIAC7VAtA",1,2015-09-13 03:04:57.232
46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","kExIOhWFEeWmISIAC9QOog",1,2015-07-09 01:00:14.613
4cbe59d0a3abee602f70c93a76e971c8c7ec5a21,"POZJ3uOtEeSoXCIACw4Gzg","DgasihTmEeWA7CIAC5WDNQ",1,2015-06-21 05:31:42.39
4cbe59d0a3abee602f70c93a76e971c8c7ec5a21,"POZJ3uOtEeSoXCIACw4Gzg","DgasihTmEeWA7CIAC5WDNQ",0,2015-08-31 01:13:31.669
4cbe59d0a3abee602f70c93a76e971c8c7ec5a21,"POZJ3uOtEeSoXCIACw4Gzg","DgasihTmEeWA7CIAC5WDNQ",1,2015-08-31 01:13:33.627
9077c8cc86062eae4e457c86b2c4283125868bdf,"POZJ3uOtEeSoXCIACw4Gzg","DgasihTmEeWA7CIAC5WDNQ",1,2015-09-15 19:17:15.185
9077c8cc86062eae4e457c86b2c4283125868bdf,"POZJ3uOtEeSoXCIACw4Gzg","DgasihTmEeWA7CIAC5WDNQ",1,2015-09-15 19:17:26.613
9077c8cc86062eae4e457c86b2c4283125868bdf,"POZJ3uOtEeSoXCIACw4Gzg","DgasihTmEeWA7CIAC5WDNQ",0,2015-09-15 19:17:19.802
9077c8cc86062eae4e457c86b2c4283125868bdf,"POZJ3uOtEeSoXCIACw4Gzg","DgasihTmEeWA7CIAC5WDNQ",0,2015-09-15 19:17:25.717
9077c8cc86062eae4e457c86b2c4283125868bdf,"POZJ3uOtEeSoXCIACw4Gzg","DgasihTmEeWA7CIAC5WDNQ",1,2015-09-15 19:17:21.328
9077c8cc86062eae4e457c86b2c4283125868bdf,"POZJ3uOtEeSoXCIACw4Gzg","DgasihTmEeWA7CIAC5WDNQ",0,2015-09-15 19:17:28.399
58560f6501f3f73f6972d60a0c0250c8776b1eb2,"POZJ3uOtEeSoXCIACw4Gzg","DgasihTmEeWA7CIAC5WDNQ",1,2015-08-04 19:28:53.67
7fa4ac53ae4d34a0eee7bcd18672d055df64c680,"POZJ3uOtEeSoXCIACw4Gzg","DgasihTmEeWA7CIAC5WDNQ",1,2015-06-21 17:57:49.649
6984ab2209f80a79ab89678418d2bb1928178616,"POZJ3uOtEeSoXCIACw4Gzg","tf-Aphx1EeWmISIAC9QOog",0,2015-08-01 09:46:44.246
6984ab2209f80a79ab89678418d2bb1928178616,"POZJ3uOtEeSoXCIACw4Gzg","tf-Aphx1EeWmISIAC9QOog",1,2015-08-01 09:46:36.311
be8f905aecdc34d6bec3124a86679aba98232b06,"POZJ3uOtEeSoXCIACw4Gzg","ehTbPSVwEeWx4SIACye3Kw",1,2016-01-10 12:00:26.989
c2587e7c291e94e6c8600fdf1b78f12e34c1b6f2,"POZJ3uOtEeSoXCIACw4Gzg","sssFfbZwEeWOSBLWq6vR9Q",1,2016-01-09 11:26:12.844
4cbe59d0a3abee602f70c93a76e971c8c7ec5a21,"POZJ3uOtEeSoXCIACw4Gzg","5THrlBSTEeWM2iIAC0KUpw",1,2015-06-21 05:30:50.41
bf540a080ddd403682b8c93c84c67c101c12544e,"POZJ3uOtEeSoXCIACw4Gzg","m27x0xQbEeWA7CIAC5WDNQ",1,2015-06-16 23:53:24.276
f930c60eeda32fd9768f92f4b9fde03393b6700c,"POZJ3uOtEeSoXCIACw4Gzg","33EXbBuxEeWd3iIAC7VAtA",1,2015-08-03 01:40:15.616
be8f905aecdc34d6bec3124a86679aba98232b06,"POZJ3uOtEeSoXCIACw4Gzg","bXDOUB8dEeWHGCIACznL2w",0,2016-01-10 11:57:49.089
be8f905aecdc34d6bec3124a86679aba98232b06,"POZJ3uOtEeSoXCIACw4Gzg","bXDOUB8dEeWHGCIACznL2w",1,2016-01-10 11:57:48.301
fe46a6917118fdb2e87021966e7db9918ee3cb26,"POZJ3uOtEeSoXCIACw4Gzg","vmNqjRqPEeWHGCIACznL2w",1,2015-06-25 00:58:23.803
24bd27879e45208e8ddd584b03ec1a3cf2274f8d,"POZJ3uOtEeSoXCIACw4Gzg","-A9oGxPREeWM2iIAC0KUpw",0,2015-10-20 05:57:18.974
24bd27879e45208e8ddd584b03ec1a3cf2274f8d,"POZJ3uOtEeSoXCIACw4Gzg","-A9oGxPREeWM2iIAC0KUpw",1,2015-10-20 05:57:16.865
b944aafc663b03c0b329c9b8b7cd9a08065d1ebb,"POZJ3uOtEeSoXCIACw4Gzg","-A9oGxPREeWM2iIAC0KUpw",1,2015-07-16 04:47:05.427
71ae02883e0a58006188e1812a802a1b6f9d29eb,"POZJ3uOtEeSoXCIACw4Gzg","S0UT1hOzEeWmISIAC9QOog",1,2015-07-19 05:40:04.039
bddce9f6fd8fcbab42f824d8a4d19d8a90d8fdbb,"POZJ3uOtEeSoXCIACw4Gzg","beuDJkmPEeWpgBJUo9Z-Uw",1,2016-01-21 16:16:05.718
46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","9B5yyyMrEeWM2iIAC0KUpw",1,2015-07-09 01:01:55.001
80f08630330acee62c1dc2e51c1ee0e417a498d5,"POZJ3uOtEeSoXCIACw4Gzg","5g3U_xQLEeWHGCIACznL2w",1,2015-06-19 10:40:49.987
1575480fec39b2b34b0e346f6e09cc46722f3ec8,"POZJ3uOtEeSoXCIACw4Gzg","5g3U_xQLEeWHGCIACznL2w",1,2015-06-27 10:42:39.793
e4c22103c597c97d163fbb4b007ff350f14b5727,"POZJ3uOtEeSoXCIACw4Gzg","5g3U_xQLEeWHGCIACznL2w",1,2015-06-17 01:55:20.793
b944aafc663b03c0b329c9b8b7cd9a08065d1ebb,"POZJ3uOtEeSoXCIACw4Gzg","-_uIWRPXEeWHGCIACznL2w",1,2015-07-16 04:47:06.901
53791eb7a3193205121964b092f5fe783c4c6143,"POZJ3uOtEeSoXCIACw4Gzg","-_uIWRPXEeWHGCIACznL2w",1,2015-08-18 06:31:53.975
24bd27879e45208e8ddd584b03ec1a3cf2274f8d,"POZJ3uOtEeSoXCIACw4Gzg","-_uIWRPXEeWHGCIACznL2w",1,2015-10-20 05:57:27.101
a81bb0b09ae9c8d11edf088ce0d33fa2087938f3,"POZJ3uOtEeSoXCIACw4Gzg","-_uIWRPXEeWHGCIACznL2w",1,2015-06-24 10:07:41.808
9abaea5ecfedaaa1dfe2bdd39f5c011bc8a37eac,"POZJ3uOtEeSoXCIACw4Gzg","-_uIWRPXEeWHGCIACznL2w",1,2015-06-18 07:28:35.491
404505cc8bec31d474bef4399ee08f4ee4a7adfc,"POZJ3uOtEeSoXCIACw4Gzg","oq31TRx8EeWA7CIAC5WDNQ",1,2015-07-26 12:55:32.333
b944aafc663b03c0b329c9b8b7cd9a08065d1ebb,"POZJ3uOtEeSoXCIACw4Gzg","HnPoERh5EeWA7CIAC5WDNQ",1,2015-07-16 04:47:13.964
bf540a080ddd403682b8c93c84c67c101c12544e,"POZJ3uOtEeSoXCIACw4Gzg","vp8aRxPjEeWHGCIACznL2w",1,2015-06-16 05:13:24.70
191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","15lVRiXVEeWx4SIACye3Kw",1,2015-07-14 06:07:02.077
46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","IL0oNyB4EeWA7CIAC5WDNQ",1,2015-07-09 01:01:47.096
46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","uhBvwxXIEeWHGCIACznL2w",1,2015-07-09 01:00:52.383
f00c5603415f12482f1f34cbe95b5e29206e9b9e,"POZJ3uOtEeSoXCIACw4Gzg","uhBvwxXIEeWHGCIACznL2w",1,2015-07-01 08:25:44.264
71ae02883e0a58006188e1812a802a1b6f9d29eb,"POZJ3uOtEeSoXCIACw4Gzg","5PW2IhU7EeWA7CIAC5WDNQ",1,2015-07-19 05:40:32.049
58560f6501f3f73f6972d60a0c0250c8776b1eb2,"POZJ3uOtEeSoXCIACw4Gzg","5PW2IhU7EeWA7CIAC5WDNQ",1,2015-08-04 19:29:05.258
1115a3d8d8099f51bf4f11a1f1df325e70cf3267,"POZJ3uOtEeSoXCIACw4Gzg","lISAWTNbEeWNVyIAC0uErA",1,2015-10-12 09:22:20.031
1115a3d8d8099f51bf4f11a1f1df325e70cf3267,"POZJ3uOtEeSoXCIACw4Gzg","wLPS04CZEeWFDQ4Rhv_F_Q",1,2015-11-01 15:43:10.975
1283f0eb5502a82c44cf367f45063b58165dbc7a,"POZJ3uOtEeSoXCIACw4Gzg","z30gyCOoEeWM2iIAC0KUpw",1,2015-08-05 17:40:25.228
3c251d5f6e6a89f72ce56638da1a4242c4b93caf,"POZJ3uOtEeSoXCIACw4Gzg","z30gyCOoEeWM2iIAC0KUpw",1,2015-07-06 13:11:36.785
d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","HE7YIEHFEeWWIQr4OsvVww",1,2015-08-14 10:04:32.204
fe46a6917118fdb2e87021966e7db9918ee3cb26,"POZJ3uOtEeSoXCIACw4Gzg","dKaqfxu4EeWmISIAC9QOog",1,2015-06-26 04:09:48.137
5a51df8ed2cd7caf59fa0fcd72cd1e213c044167,"POZJ3uOtEeSoXCIACw4Gzg","7quX8-BwEeW-zxKg_WwtHw",1,2016-03-02 16:50:38.64
46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","GfyL7xXFEeWmISIAC9QOog",1,2015-07-09 01:00:29.95
4997094470415c0801b7ea09960a1cb95a161413,"POZJ3uOtEeSoXCIACw4Gzg","O1VePCMPEeWM2iIAC0KUpw",1,2015-07-11 00:45:24.557
1115a3d8d8099f51bf4f11a1f1df325e70cf3267,"POZJ3uOtEeSoXCIACw4Gzg","O1VePCMPEeWM2iIAC0KUpw",1,2015-10-27 11:14:47.521
a6a702e5f9ded5c52c2df062475ae9f2c5b9211e,"POZJ3uOtEeSoXCIACw4Gzg","O1VePCMPEeWM2iIAC0KUpw",1,2015-07-06 05:32:15.745
d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","flyGoVeTEeWRLxJ9FkuKHQ",1,2015-09-10 08:51:04.119
ecfb9826774e7c29d4ac6f8af998f89da00e3b5a,"POZJ3uOtEeSoXCIACw4Gzg","ZmCxsR1qEeWHGCIACznL2w",1,2015-07-24 15:32:22.468
ebaf5da7c6155aabe15af3c8122f2e529dd06a7b,"POZJ3uOtEeSoXCIACw4Gzg","ZmCxsR1qEeWHGCIACznL2w",1,2015-08-22 12:25:00.405
ebaf5da7c6155aabe15af3c8122f2e529dd06a7b,"POZJ3uOtEeSoXCIACw4Gzg","ZmCxsR1qEeWHGCIACznL2w",0,2015-08-22 12:25:03.294
