discussion_question_id,taiwan_discussions_user_id,discussion_question_title,discussion_question_details,discussion_question_context_type,course_id,course_module_id,course_item_id,discussion_forum_id,country_cd,group_id,discussion_question_created_ts,discussion_question_updated_ts
"epLJRhreEeWHGCIACznL2w",9ef4740f69805f76f1ee21ee8d7541769c437f5f,"702节视频中的问题，提法","<co-content><text>视频中问题的提法似乎与答案刚好相反……</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","gPRr9","","","",2015-06-25 02:04:14.617,2015-06-25 02:04:14.617
"2sHGchrQEeWd3iIAC7VAtA",9ef4740f69805f76f1ee21ee8d7541769c437f5f,"405 抛物线 课件","<co-content><text>本节视频似乎没有对应的讲义，谢谢！ </text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","mvm51","","","",2015-06-25 00:26:43.032,2015-06-25 00:26:43.032
"mqbyFxOiEeWHGCIACznL2w",ac42bbaef7ffacda82edb86955f70c384e204a36,"Subtitles","<co-content><text>Subtitles\\n</text><text>Hi there. Any subtitles in english?</text></co-content>","course","POZJ3uOtEeSoXCIACw4Gzg","","","","","",2015-06-15 21:08:00.493,2015-06-15 21:08:00.493
"yZUOvvpDEeWnyw45DXyCTw",6bf51fdb77bdd3eb7cd9ff48735671232162db5c,"找不到可以下载的，难道大陆的不可以下？","<co-content><text>找不到可以下载的</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","du7Yk","","","",2016-04-04 09:01:15.641,2016-04-04 09:01:15.641
"DwTsxP2aEeWS4Ar9qFG8UQ",c3ea45a654f0053b5e7a7d0594a82c72be8ff8e2,"安裝失敗，怎麽辦？","<co-content><text>安裝失敗， 在安裝的過程中，見到一下面的資訊， 我應該怎麽辦呢？</text><img assetId=\"0Ja32f2ZEeWVehKIc31qNw\" alt=\"\"/><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","du7Yk","","","",2016-04-08 14:56:22.344,2016-04-08 14:56:22.344
"FgB1oL0gEeWlQwoU9G612w",965d307469473b578a8607a357924882fa377c24,"工程影片","<co-content><text>说起工程影片，想到了smartisan T1的宣传片，还是很有用的哈哈。</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","7DQYI","","","",2016-01-17 13:42:01.04,2016-01-17 13:42:01.04
"TNcUzRUCEeWYoCIAC5MBcw",9c532520d5b7d0a5557d3ac5f3815792485e707a,"去年coursera開過\"工程图学2D\"課程","<co-content><text>非常謝謝您們用心安排出這麼棒的學習內容!!!!!去年有參予coursera開過\"工程图学2D\"課程，也取得了認證證書，也很期待昨天開始的\"CAD/BIM技術與應用\"課程，但是我發現第一部分的\"工程圖學2D CAD\"和去年參予的內容非常相似，請問這部分還有需要從新再次參予嗎?不好意思，謝謝。</text></co-content>","course","POZJ3uOtEeSoXCIACw4Gzg","","","","","",2015-06-17 15:05:32.795,2015-06-17 15:05:32.795
"QBerj79QEeWDvA7IZIDNqQ",459c3520267d3213ef8eb3834b911b6d30472d50,"新加入课程的学生咨询一个问题","<co-content><text>大家好，我是来自大陆的学生姜小涛。</text><text>看了老师做了热情详细的介绍之后，我有一个问题。用CAD可以把Gundam的结构表现出来吗(比如用三视图描述，或者3D模型的制作等)？CAD我只有在大学本科一年级学过一次，现在失业在家的我正在自学游戏模型的制作以及U3D开发的基础。我只知道CAD在机械设计以及工程设计方面是很棒的工具，但是不知道是否对游戏方面(当然了是游戏中的3D机械模型部分)有帮助，感觉有点迷茫………</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","6mmBL","","","","",2016-01-20 08:31:49.825,2016-01-20 08:31:49.825
"TSbLAswXEeW9ug73QL_FVQ",2868aa42ba5653ae5cfc0726242cebb585686c0d,"Language","<co-content><text>i want to take that specialization but there is a problem the quizzes are in Chinese. i hope you can provide quizzes in English and subtitles for all courses in English </text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","6mmBL","","","","",2016-02-05 14:46:55.537,2016-02-05 14:46:55.537
"lLLJTffJEeW6Zw7gOA-Tyw",d806651b6a9251db0c4245ab9031e999555d8597,"click submit","<co-content><text>when i see on screen, all is taiwan language.</text><text>The problem that i onlly understand and read english. What should we do in this case. thank you Professional.</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","ljbCo","","","",2016-04-01 05:21:25.99,2016-04-01 05:21:25.99
"yKAZk8UCEeWXhA6W5IbXRQ",d40e7b649874f3a59d8d37bd14f5b1683952ebda,"课程视频下载","<co-content><text>感觉课程下载的清晰度好低啊，请问怎么下载标准或者高清的课程视频？</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","M7Go1","","","",2016-01-27 14:32:25.121,2016-02-02 13:48:56.393
"zFEecBXPEeWd3iIAC7VAtA",9749aa786bda4e9fec697f4dfd50e46a1335aa45,"課程簡報下載連結錯誤","<co-content><text>405 拋物線繪製下載後，簡報變成了501 正投影基本概念的PDF</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","L5nbS","","","","",2015-06-18 15:36:33.495,2015-06-18 15:36:33.495
"5cGlwxQVEeWA7CIAC5WDNQ",a8ff600c540be5cb866fc839cac4ef83cb89bfd7,"安装问题","<co-content><text>我按老师的视频讲解下载了2015版的简体，文件名：AutodeskDownloadManagerSetup，然后我双击这个文件，它也会有安装的动作（很快，我也看不清），但一下下就没反应了，也不会跳出让我输入密钥的对话框\\n</text><text>请大家帮帮忙，看是问题出在哪里呢</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","6mmBL","","","","",2015-06-16 10:53:18.621,2015-06-16 10:53:18.621
"EwkCNho-EeWHGCIACznL2w",a8ff600c540be5cb866fc839cac4ef83cb89bfd7,"手绘","<co-content><text/><text>手绘时，是一笔一笔用短线重复描出来，还是整个线段一笔画完？</text><text/></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","OaWEV","","","","",2015-06-24 06:56:01.432,2015-06-24 06:56:01.432
"IL_PRxPOEeWHGCIACznL2w",6cf8e719ca74167f1e1578851f6590d19ca16b15,"在大陆无法访问调查问卷的网站","<co-content><text>没有办法填写啊，康老师，我试过訪問調查問卷的網站，上不去</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","Qm8kd","","","",2015-06-16 02:19:33.83,2015-06-16 02:19:33.83
"eDDxJpx4EeWi8hKHwRChpw",c4c72f7c88b8cd76cedbd1062e3f82c1cb336e40,"堅持-安裝成功","<co-content><text>花了兩天時間/試過幾種方法, 在家里的寛帶環境下, 終於透過Autodesk Download Manager把軟件下載成功!</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","du7Yk","","","",2015-12-07 00:21:33.115,2015-12-07 00:21:33.115
"VAoFJB45EeWmISIAC9QOog",e1332e76f2d5e7816a04a27245bd3e2b692090da,"a piece of  cake","<co-content><text/><img assetId=\"IIbqcR45EeW0lhLXn13wow\" alt=\"\"/><img assetId=\"A-P8Xx45EeWDGArHuLEoZw\" alt=\"\"/><img assetId=\"OTgGBh45EeWENg6e8sa6-w\" alt=\"\"/><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","iCjGL","","","",2015-06-29 08:32:07.658,2015-06-29 08:32:07.658
"ZRiOLxQtEeWM2iIAC0KUpw",614a6cd6ff96ed9f35119a357468963732151397,"可以安装2016吗？","<co-content><text>我发现里面已经有2016了。老师。</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","du7Yk","","","",2015-06-16 13:41:30.686,2015-06-16 13:41:30.686
"Q588PhPcEeWYoCIAC5MBcw",1f3f25c3e768aee521bfd83e4692ec04095b5314,"Couldn't submit the survey","<co-content><text>我在提交問卷的時候，有彈出”很抱歉，由于问卷发布者使用有效期已过，此问卷暂时不能填写！“ 不知道有沒有別人也見到這種情況。</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","Qm8kd","","","",2015-06-16 04:00:45.291,2015-06-16 04:00:45.291
"kLowYh4MEeWd3iIAC7VAtA",fe46a6917118fdb2e87021966e7db9918ee3cb26,"測驗二與411中的一些問題...","<co-content><text>測驗二裡面</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","L5nbS","","","","",2015-06-29 03:11:42.124,2015-06-29 03:11:42.124
"mWvN-BmCEeWA7CIAC5WDNQ",d34db49aa47eddcf3cf596d98f01d4a44e6d08d9,"字幕好像錯了哦","<co-content><text>圖片忘記截圖了，在視頻裡面有個字幕出現ked，按照推斷應該講的是軟體CAD</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","6mmBL","","","","",2015-06-23 08:34:01.509,2015-06-23 08:34:01.509
"WrH8mhV8EeWHGCIACznL2w",46d9b0a033a84a0c59d319a5190e38b686c6ee40,"有没有同学跟我一样，做测试的时候，看不见题目的图片啊？","<co-content><text>如题，本章的作业看不见题目里的图片啊怎么办？有小伙伴跟我一样的情况吗？求帮助啊！</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","M7Go1","","","",2015-06-18 05:39:14.641,2015-06-18 05:39:14.641
"s5_X4hVnEeWA7CIAC5WDNQ",955d69ea994f4dca2d02d2810b4f767645f1de11,"想在其他专业上使用CAD技术，学这个课会有帮助吗？","<co-content><text>我最近想学习在电气设计中使用AutoCAD，对这个工具本身并不是很了解，这个课程是面向土木工程专业的，我学习这个课程，会对我有帮助吗？</text></co-content>","course","POZJ3uOtEeSoXCIACw4Gzg","","","","","",2015-06-18 03:11:24.408,2015-06-18 03:11:24.408
"B_SunxPxEeWmISIAC9QOog",19cf6e5c978d57422143dc4eb6f4ddd7782eec16,"问几个关于这个系列课程的问题","<co-content><text>首先非常开心看到这个系列的课程，是不是很课程都放出来以后就不用再等开课时间啦？而是随时都可以进行学习？</text><text>其次，这个系列的课程还有免费的结课证书吗？还是只有交费的认证证书？以及寄送服务是怎样的？</text><text>最后，关于bim课程的软件是不是没有mac版本？是不是可以使用archicad代替？</text><text>非常感谢！</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","6mmBL","","","","",2015-06-16 06:29:24.619,2015-06-16 07:47:33.138
"TqMOYBvZEeWA7CIAC5WDNQ",19cf6e5c978d57422143dc4eb6f4ddd7782eec16,"Mac版autocad的填充线功能的问题","<co-content><text>我的版本里没有钢筋的填充线，就是j打头的那组图案都没有，官网可以下载吗？</text><text>另外，在win版中是不是关联式可以关闭后再打开？我在mac版中发现一个创建分割的填充线按钮类似关闭关联式，但是关闭后，我没有办法再变回关联的了，有同样mac版的同学了解吗？</text><text>最后就是渐变填充变成创建分割的填充线后，本来渐变发生在大圆里变成发生在4个小扇形里了，win版渐变关闭关联后也是这个状况吗？</text><text>先谢谢大家啦！</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","vxWbI","","","","",2015-06-26 07:59:44.583,2015-06-26 07:59:44.583
"WeSt2xPnEeWYoCIAC5MBcw",19cf6e5c978d57422143dc4eb6f4ddd7782eec16,"很抱歉，由于问卷发布者使用有效期已过，此问卷暂时不能填写！","<co-content><text>问卷标题下出现如题描述，所以问卷到底能不能填写哦？</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","Qm8kd","","","",2015-06-16 05:20:07.12,2015-06-16 05:20:07.12
"Z8qMLB29EeWYoCIAC5MBcw",19cf6e5c978d57422143dc4eb6f4ddd7782eec16,"课程最后一个练习出图的疑问","<co-content><text>做作业过程中遇到的问题，求老师和同学解答，先谢谢啦！</text><text>为什么我的标注的文字有时候会显示在基准线的里面？</text><text>如图</text><img assetId=\"sjJRdx27EeWx0AoAiRdzOQ\" alt=\"\"/><text/><text/></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","vxWbI","","","","",2015-06-28 17:45:03.202,2015-06-28 20:29:59.799
"nMho8xTUEeWM2iIAC0KUpw",19cf6e5c978d57422143dc4eb6f4ddd7782eec16,"310正确性检测第二题遇到问题","<co-content><text>我检查了好几遍，都觉得我的数据没有错，为啥却说我错了呢？我检查不出来哪里是错的，求问大家第二题有遇到问题吗</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","OaWEV","","","","",2015-06-17 09:38:30.067,2015-06-17 09:38:30.067
"6CFfS8L3EeWqYApk6o1_2Q",ba3efeaa87c4d265c59c19717a304e1b2d4a89c5,"515 homework problem","<co-content><text>我用的是autoCAD 2016的MAC版本。有好多使用方法與老師的不一樣。515的前試圖我畫到這裡，卻怎麼也沒有辦法trim。請問有也在用MAC的同學嗎？希望請教。</text><img assetId=\"fhxC38L3EeWYyAqU4MStYQ\" alt=\"\"/><text/></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","MDbPH","","","","",2016-01-25 00:09:31.188,2016-01-25 00:09:31.188
"rOlCKzTeEeWj5iIACwIAYw",99dd76bd02d512f875019966b3a3d9ca31e0b899,"关于尺寸标注的适用","<co-content><text>康老师在视频里讲解的各种尺寸标注的情况很是详细，收益匪浅。想问一下，这些标注方法以及图框和标题栏的格式适用于北美地区吗？</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","vxWbI","","","","",2015-07-28 04:11:09.302,2015-07-28 04:11:09.302
"-Cqm2SeAEeWSQSIAC5cRKQ",99dd76bd02d512f875019966b3a3d9ca31e0b899,"关于测验二的一个疑惑","<co-content><text>测验二中有一个题目问道画正七边形时，要在BC弧线上画几个等分点。我选择6个，可是不对。请问应该是几个啊？谢谢。</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","L5nbS","","","","",2015-07-11 03:57:37.751,2015-07-11 03:57:37.751
"l6UyzynfEeWYVCIACyevdw",faad194930bc4a015cb46cd7461e1ccd100ee7de,"想請問假如是mac要相切圓要怎麼做呢","<co-content><text>如題,找不到mac版的相切圓～</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","1AWPc","","","",2015-07-14 04:20:00.33,2015-07-14 04:20:00.33
"YgQauinfEeWIZyIAC0iPQg",faad194930bc4a015cb46cd7461e1ccd100ee7de,"假如是mac版的要做相切圓要怎麼做呢","<co-content><text>mac版的我找不到相切圓的選項...</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","iFuUg","","","",2015-07-14 04:18:30.355,2015-07-14 04:19:17.746
"xPwgWFBjEeWUBw792DK9fQ",c7926be0d4f3e37a19eefe419a339a43d2596ba1,"测试的时候无法进行身份认证是你怎么回事","<co-content><text>我在进行第三周检测进行身份认证时，通过输入两遍英文后无法识别我的打字习惯，导致无法进行身份认证，是怎么回事，请各位同仁帮忙，谢谢</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","OaWEV","","","","",2015-09-01 04:41:54.151,2015-09-01 04:41:54.151
"fnyJwx5hEeWA7CIAC5WDNQ",71cad659ad6a0f27c7aa2f7d14be2247313797ea,"相切圓沒有真正相切?","<co-content><text>我照著指示做出這個圖形，但放大後發現圓與線並沒有相切，是我哪裡做錯了嗎?還是它刻意這樣顯示的?</text><text>謝謝指教~</text><img assetId=\"KUHYYB5hEeWDGArHuLEoZw\" alt=\"\"/><text>紅色區域放大後的樣子</text><img assetId=\"NqvVkB5hEeWx0AoAiRdzOQ\" alt=\"\"/><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","1AWPc","","","",2015-06-29 13:19:38.742,2015-06-29 13:19:38.742
"74BzIjLaEeWPACIACw4G5w",71cad659ad6a0f27c7aa2f7d14be2247313797ea,"608 請問如何設定繪製面的角度?","<co-content><text>請問為何我切換至前視角度後繪製的圓仍是上視(XY平面)的角度?</text><text>我的視埠工具欄位也找不到影片中的那個切換欄位，只能從小方塊來旋轉，兩者的功用不同嗎?</text><text>謝謝指教~</text><img assetId=\"geN-vjLZEeWXGwrkdqvMKQ\" alt=\"\"/><text/><img assetId=\"kZwABTLZEeW0thIK2epFyw\" alt=\"\"/><text/><img assetId=\"5wvMFjLZEeWHeA4OLMb9AQ\" alt=\"\"/><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","wFqWC","","","",2015-07-25 14:39:20.71,2015-07-25 14:39:20.71
"SzOETmP2EeW4ng7YWNlcxQ",190869b6d54b85e9ce9402cbca9b181f3496e6bb,"如果作業在截止日期前還沒有收到評分會怎麼樣？","<co-content><text>因為我剛剛查看了我的作業，發現我的手繪等角圖一直沒有評分。有點擔心到時候有可能拿不到證書~</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","ZavtT","","","","",2015-09-26 02:28:37.944,2015-09-26 02:28:37.944
"an2Gw1vzEeWYng6rkEfI9w",a845dcf0f9e78c6dab73009140a5452640503298,"1：12开始图像不动了。","<co-content><text>刷新重试和跳进都没用。</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","ZOw05","","","",2015-09-15 21:47:52.646,2015-09-15 21:47:52.646
"gkkkpnmuEeWb4g4qCdqdUQ",a845dcf0f9e78c6dab73009140a5452640503298,"改到前视图后还是无法画出正确的圆。","<co-content><text>我点击了视图-前视图，画面换成了前视图后画出来的圆不是正确的方向，面是一条线。为什么会这样？我要怎么样才能画出正确的圆？</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","wFqWC","","","",2015-10-23 17:50:12.177,2015-10-23 17:50:12.177
"hjR_Z3MLEeWDzg4yGnIlTw",a845dcf0f9e78c6dab73009140a5452640503298,"请问可不可以用有格子的纸画？","<co-content><text>就是老师以前说过的那种大概5mm的格子的纸。</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","yMb6r","","","",2015-10-15 07:08:23.809,2015-10-15 07:08:23.809
"SzT8KltrEeWkVgp3YUjFSw",a845dcf0f9e78c6dab73009140a5452640503298,"无法安装","<co-content><text>我在安装时弹出对话框“未安装.NET 4.5.。如果没有此组件，则不能安装AutoCAD 2015 Language Pack- English。请咨询系统管理员以获取详细信息。” 我用的是win10的系统，64位的。请问应该怎么办呢？</text><img assetId=\"M3WUe1trEeWhtQ48PjS6Pw\" alt=\"\"/><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","du7Yk","","","",2015-09-15 05:33:28.606,2015-09-15 05:33:28.606
"kMehKh41EeWA7CIAC5WDNQ",f6537d4cd87c3b93bde608ea394eda8d91c6cd55,"想做三角形外接圆，但是无法用捕捉到的点","<co-content><text>先</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","1AWPc","","","",2015-06-29 08:05:11.577,2015-06-29 08:05:11.577
"8EGVKxYsEeWYoCIAC5MBcw",d3560062c8caf9e361c94cec70ad6f9fff76fff7,"310 正確性測驗 有bug吧？","<co-content><text>題目是讓我們根據上一個自己繪制的太極測量尺寸，可是上一個太極只給了一個比例并沒有規定尺寸，所以每個人繪制的尺寸一定是不一樣的，現在又要測量尺寸那怎么判定是否正確？</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","OaWEV","","","","",2015-06-19 02:43:16.987,2015-06-19 02:43:16.987
"5UfTIRPGEeWM2iIAC0KUpw",9110d232d77fe2fabffe75daf50f52240dc29786,"CAD/BIM技術與應用 这项课程如何免费学习？","<co-content><text>想询问下这门高阶一些的课程如何免费学习？是要等它开课吗？</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","Kph6n","","","",2015-06-16 01:27:47.581,2015-06-16 01:27:47.581
"ET3H81raEeWWvApdRud_EQ",7e8b3442517dd86a73893dd9d1776254032016b3,"立体图中的注释没办法标注到准确位置","<co-content><text>不管是直接在立体图上标注，还是切换到平面图以后再标注，最后显示出来的注释都会出现在离立体图很远的地方。不知道要怎么解决这个问题。另外，工具栏被我按到了什么东西缩成了一小块，希望能恢复成原来的样子，求助。。。</text><img assetId=\"nn4E-1rZEeWBpA6ymKM7Zw\" alt=\"\"/><text/></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","vxWbI","","","","",2015-09-14 12:13:54.33,2015-09-14 12:13:54.33
"ClqcI1tbEeWWvApdRud_EQ",7e8b3442517dd86a73893dd9d1776254032016b3,"课程交流群：182727968","<co-content><text>加群一起讨论问题，相互指导。</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","6mmBL","","","","",2015-09-15 03:37:07.853,2015-09-15 03:37:07.853
"rwnEwFllEeW8nxIOF_9POw",7e8b3442517dd86a73893dd9d1776254032016b3,"为什么画立体图时不同的线段测出来相同的长度","<co-content><text>画的时候没有转换视角，一直是在这个视角进行操作，为什么会出现画出来的两条线长度相同情况？</text><img assetId=\"aXzlcVllEeWerRLW6C6uOw\" alt=\"\"/><img assetId=\"dHVt6VllEeW8DgokIUG0Mw\" alt=\"\"/><text/></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","a0TlK","","","","",2015-09-12 15:48:16.789,2015-09-12 15:48:16.789
"INjjh1e1EeWZ5g4_W5BoCw",7e8b3442517dd86a73893dd9d1776254032016b3,"CAD操作部分求助（助教请看这里）","<co-content><text>请问助教能否提供一份课程涉及到的操作的详细说明。视频中演示的基本上都只有鼠标操作，只有一些重点的时候才会补充对键盘按键的使用说明，很多步骤看老师能流利的进行，但是自己做的时候就不停地出错，而且效率非常低</text><text>比如说老师画不相连的线的时候，画完一条直接就能画下一条，但是我就必须要画完一条右键结束操作再点击直线按钮才能再画下一条。很多别的操作也是，视频中老师每一步操作之间衔接非常流畅，但是我做的时候必须要增加很多额外的步骤才能实现。</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","6mmBL","","","","",2015-09-10 12:11:55.645,2015-09-10 12:11:55.645
"ltnC-RZwEeWd3iIAC7VAtA",80f08630330acee62c1dc2e51c1ee0e417a498d5,"modules should have atleast an english voice over...","<co-content><text>all the module videos are in chinese ...pls help me..even after changing the option from chinese to english,there is no change in language of module..pls consider my problem and help us by solving it........</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","Kph6n","","","",2015-06-19 10:47:32.767,2015-06-19 10:47:32.767
"dtlaPnhUEeWDzg4yGnIlTw",1115a3d8d8099f51bf4f11a1f1df325e70cf3267,"請問是否需要完成2D專題才能上3D CAD課程?","<co-content><text>請問是否需要完成2D專題才能上3D CAD課程?</text><text>2D專題是否是3D CAD的必須先修課程?謝謝您!</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","ZavtT","","","","",2015-10-22 00:33:07.121,2015-10-22 00:33:07.121
"u49iG19wEeW-tBLRsFjxBw",1115a3d8d8099f51bf4f11a1f1df325e70cf3267,"week3練習題上傳後消失，無法再傳","<co-content><text>大家好，</text><text>week3的練習題電腦繪製的太極圖，我已上傳，也看到檔名和已經上傳的字樣。不確定是否因為後來付費轉為Certified課程，前面上傳的內容不見了，也沒有按鈕可以重新上傳。雖然不計分，但如能解決這問題，可以讓自己交出的作業更完整一點。謝謝!</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","6mmBL","","","","",2015-09-20 08:22:29.238,2015-09-20 08:22:29.238
"znJuv3vTEeWtPhJmZh_6JQ",1115a3d8d8099f51bf4f11a1f1df325e70cf3267,"qdim高度設定失敗","<co-content><text>請問大家，</text><text>我在使用qdim的時候，依照老師影片裡的設定輸入15，每次都出現不一樣的結果，而且忽大忽小，不是15。但是如果我先畫了單獨1個標註後，再用qdim，15高度就能夠正確顯示，不知道問題在哪裡?請問高人為何會有這狀況發生?單獨/個別尺寸標註都沒問題，唯獨qdim出現無法正確設定高度的情形，請大家幫忙! 謝謝~</text><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","HD5V6","","","",2015-10-26 11:22:13.659,2015-10-26 11:56:27.363
"9pa92hY1EeWM2iIAC0KUpw",00f96383b09ac136e7ece36b8b4151fe08ae1aa8,"作业提交格式","<co-content><text>大家好，我想问一下，如果作业用CAD2007的格式版本做出来后提交，有否影响？</text></co-content>","course","POZJ3uOtEeSoXCIACw4Gzg","","","","","",2015-06-19 03:47:53.082,2015-06-19 03:47:53.082
"26lB_5X_EeWy0Q7ABZMsnQ",2b62b0a07d54651220224022b4e3ab92f13e63b6,"審閱 每欄必填 ?","<co-content><text>審閱同學作品, 送出時, 系統卻提示 \"以上每欄須填寫\"</text><text>導致審閱不成功</text><text>可是 自由填寫, 應是可以不填的,明明認為比例OK, </text><text>自由填寫欄, 卻要求得填 比例不對 的看法</text><text/></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","p9b07","","","",2015-11-28 18:43:03.917,2015-11-28 18:43:03.917
"oI_-RDX8EeWNVyIAC0uErA",deb0b159ca0a10437ff74a21cc76f844f7638705,"peer review看不到作业","<co-content><text>点开peer review，只看到待审阅，看不到作业？</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","L5nbS","","","","",2015-07-29 14:18:04.649,2015-07-29 14:18:04.649
"xDr0tzgtEeWj5iIACwIAYw",c856c2772d20626f0c03f173be83572e78662fc0,"有没有新软件玩玩","<co-content><text>想学archiCAD，su，犀牛，虽然没怎么学CAD，但对AutoCAD没什么兴趣了</text></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","ljbCo","","","",2015-08-01 09:14:52.155,2015-08-01 09:14:52.155
"ddK2izCSEeWhySIAC0EWhw",48165df8a8dbff6194d942e9bbf20e1f5a28cd05,"無法辨識臉部","<co-content><text>ˋ進行</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","OaWEV","","","","",2015-07-22 16:55:30.477,2015-07-22 16:55:30.477
"u6rAtTN4EeWj5iIACwIAYw",48165df8a8dbff6194d942e9bbf20e1f5a28cd05,"無法提交作業","<co-content><text /><img assetId=\"oB7n2TN4EeWHeA4OLMb9AQ\" alt=\"\" /><text /></co-content>","item","POZJ3uOtEeSoXCIACw4Gzg","","8ILE3","","","",2015-07-26 09:28:54.229,2015-07-26 09:28:54.229
"Nv0buROvEeWmISIAC9QOog",ca7c6775869c10c4db606428bdff5eae26eba2e7,"Subtitle","<co-content><text>Why is this course advertised in English as well if it does not even have English subtitles</text></co-content>","course","POZJ3uOtEeSoXCIACw4Gzg","","","","","",2015-06-15 22:38:16.743,2015-06-15 22:38:16.743
"cQRovRpIEeWHGCIACznL2w",aba7215587314ac7f07be7afc5b37ec1441d7ca1,"工程师的图学工具认识","<co-content><text>通过本模块的学习，更新了我对工程师的图学工具的认识。原来还包括动画、影片、游戏引擎。本门课确实不错。</text></co-content>","module","POZJ3uOtEeSoXCIACw4Gzg","zMcA3","","","","",2015-06-24 08:10:14.075,2015-06-24 08:10:14.075
